class|title
business|Nikkei Surges to Highest Close in 4 Weeks
world|Documents Shed Light on Iraq Prison Abuse (AP)
world|Sharon Abandons Mideast Peace 'Road Map'
world|Flash Floods Kill 11 in Central Vietnam (Reuters)
world|Troops find kidnapper sites
business|British Airways Raises A\$1.1 Bln From Qantas Sale (Update2)
world|Portuguese Gov't Resigns Ahead of Elections
business|Tyson senkt Gewinnprognose für das Geschäftsjahr 2004
world|Top Settlements Under False Claims Act (AP)
world|Commonwealth urges Pakistan, India to resolve Kashmir issue
world|Court Takes on Question of Seizing Land (AP)
business|Wolves  amp; Dudley agree Burtonwood takeover
business|AUTO INDUSTRY REPORT: Ford CEO has new goal
world|Small steps
world|Hamas militants vow revenge for assassination
world|Sudan rebels hit outside Darfur
business|Around The Region
business|Suit Alleges Racial Bias Against Wal-Mart (AP)
sports|Warmin' to that spotlight
business|S amp;P 500 Rises as Veritas Advances on Report; Gains Are Limited
business|CNNfn to shut after nine years
tech|Xerces 2.6.1 and BOM
business|银行家将在美国面临审判
business|Update 1: Report: Tax Bill Presented to Yukos Unit
world|Late arrival of rebel commanders clears way for Sudanese peace &lt;b&gt;...&lt;/b&gt;
world|Летние каникулы Блэра &quot;Халява&quot; Ирк Британц (Рейтер)
tech|Google to scan famous libraries
business|Philippines likely to keep 2004 budget deficit below ceiling
world|Japan, US agree on missile defence cooperation
business|HUD Sets New Goals For Fannie, Freddie
world|Poland to withdraw troops from Iraq by end-2005
world|Baghdad blast kills at least 35
business|Stocks Slightly Lower on Light Volume
business|UPDATE: Australia #39;s Sonic Targets More Europe Expansion
tech|SCO plans own Web site as alternative to Groklaw
business|Sears Posts Loss, Cuts Outlook Stock Down
sports|Sing Me Back Home符合曲目标记
business|Guidant Shares Up on J J Deal Report
tech|FDA Approves Human RFID Tags
world|Slovenia, Serbia and Abkhazia Hold Elections Sunday
business|Update 1: Eisner Told King, Board Different Stories
world|Taiwan's Pro-Independence Parties Defeated (AP)
business|Ford announces top management changes
business|Microsoft Gives In -- Almost
business|Dollar Firm Ahead of Greenspan, Data
business|Gap Profit Off, Sees More Store Closings (Reuters)
business|IBM #39;s 3rd-Quarter Profit Beats Analysts #39; Predictions
business|A shallow look at celebrities who lost jobs
sports|Williams to Meet Sharapova in WTA Champs Final
business|美国限制中国袜子进口
business|Qantas posts record profit
world|I signori della legge saltano alla regola anti-terrorismo
business|Future Economic Activity Gauge Falls (AP)
world|49 New Iraqi Army Soldiers Shot to Death
business|Alitalia #39;s survival fight goes on
business|Grocer recovers from strike
world|44 كوريا الشمالية يكسرون سفارة بكين في كندا
world|First threat , then the wait
world|زيمبابوي تفقد الثقة في الديمقراطية
world|Chirac #39;s Popularity Sinks on Turkey and Economy
business|Qantas  #39;must open its register #39; if BA sells
world|British, US officials meet on flu vaccine 
tech|Cisco steps up to network monitoring plate
world|Hamas: Israel behind Damascus bombing
world|Europeans Easily Take Ryder Cup, Again
sports|U.S. Open to Return to Congressional (AP)
tech|SpaceShipOne halfway to X-Prize
business|Greenspan Says U.S. Can Weather Oil Prices
business|UPDATE 3-Continental Air to cut 425 jobs, warns on wages
world|China dismisses Taiwan overture
sports|Panthers Punter Arrested on DWI Charge (AP)
business|Banks #39; hidden fees fuel ire
tech|Big stakes in holiday game scramble
business|Goldman Sachs Says Earnings Rose 23 for Quarter
business|Oil Sets New Record Over \$50
tech|Adobe and Yahoo! Team to Deliver New Consumer Services
world|Iran to suspend uranium enrichment
business|Treasury Prices Take a Breather Today (Reuters)
world|EU Not Yet Ready to Lift China Arms Embargo
business|US Dollar Falls Against the Yen
business|Cardinal's Good News: No News
world|IOC recommends Slavkov expulsion
business|Telecom Italia buys mobile stake
tech|New Nintendo game system may attract wider audience
business|Volkswagen Reports Seventh Quarterly Profit Decline (Update1)
world|Grief turns to anger in dark Beslan
tech|Reading Feeds With Thunderbird
business|Ford meldet enttäuschende US-Verkäufe
sports|Woman Acquitted in Hockey Murder Plot (AP)
world|Terry Hicks slams son #39;s treatment
sports|U.S. Wins World Cup Qualifying Semis (AP)
business|BellSouth: Retiree Costs to Cut Q4 Earns
world|Iran Says Iraqi Government Risks Losing Support
sports|Quadruple on the cards for wealthy Chelsea
world|Suicide bombing claims 13 lives in Baghdad on anniversary of &lt;b&gt;...&lt;/b&gt;
business|Stocks climb as oil falls
tech|コンピュウェアは、著作権侵害訴訟で待ち伏せ戦術のIBMを非難します
business|Stoking the Steamroller
world|India PM to visit Kashmir camp
world|US forces launch airstrikes in Fallujah
world|Bush, Kerry Court Voters in New Mexico
sports|Nalbandian Completes Basel Final Hat Trick
business|UPDATE 2-Delta to cut 6,000 to 7,000 jobs, close Dallas hub
business|Circuit City Hears Verizon #39;s Call
business|Judge Dietz Finds School Finance System Unconstitutional
sports|Buckley是12位发布者中的一位
business|Lamy to reassure ASEAN on EU expansion
world|Stocks Sharply Higher on Dip in Oil Prices
business|European Stocks Down, Dollar Swoons
business|Vandals hit Detroit #39;s Osborn High
world|Venezuela Signs South American Integration
sports|Ex-Kentucky assistant sues school, NCAA, SEC
sports|Patriots' Neal trying to pin down the NFL
business|Standard Bank agrees stake sale
sports|Late-Season Heroics Guide Astros Into Playoffs
world|Abu Ghraib Soldier Admits to Some Charges
tech|News: UK police arrest Cisco source code suspect
business|Techs Seen Heading Lower; Data on Tap
world|Venezuela's Chavez Says Bush Knew of Coup
business|Oracle finally takes 60 of PeopleSoft shares
sports|Kirui, Sun win world half-marathon titles
world|Colombia Congress OKs Re-Election Bill
business|Outlook Weakens for Resting Place Maker
world|Jeanne Lashes Dominican Republic; 9 Dead
world|China, US Agree to Push for Resumption of N. Korea Talks
business|Wal-Mart Clarifies Policy Regarding Unions (AP)
business|Consumer Spending Up 0.8 Percent in July
business|Arch Coal: Triton Acquisition Completed
sports|Cavs Bury Wizards
business|Berkshire Links Drop in Earnings to Storms
business|Microsoft and Amazon join forces against scammers
world|World leaders hope for fresh start with Bush
business|Fall in price of oil reflects rising supply
business|Microsoft unveils digital music service
world|化学诺贝尔奖得主2位以色列人，美国
business|Hong Kong business more confident
world|Powell Appeals to Arafat to Step Aside
business|Viacom Pegs \$8 Billion for Buyback
business|由于公司可能不得不&lt;b&gt; ... &lt;/ b&gt;，成千上万的大众工人走了出来
world|الاعتداء على القاضي إجبار شهادة الاستخبارات
sports|Ruths curse may be dead, but other fun ones live on
world|A UN food fight
tech|Vaccino previsto per le emissioni di pecore, vacche
world|War's Rationales Are Undermined Again
world|Accused Air India bomber is a victim of lies: defense lawyers (AFP)
business|MarketWatch Deal Seen As Giving Journal Advertisers New Reach
business|Sprint and Nextel Announce a \$35 Billion Merger
business|Stocks Surge as Oil Slumps
tech|Game Mixes Racing and Role Play
world|Latham shrugs off poll result
business|ConocoPhillips Buys Lukoil Stake for \$1.99 Billion (Update12)
sports|A gold medal in the ratings
world|U.S. Women Will Play for Gold After Upsetting Germany in Overtime
business|Subsidy battle over Boeing and Airbus heats up
business|Update 3: Bank of America Cuts Some Fleet Workers
sports|Fast Track America
world|Ethiopia Accepts Eritrea Border Ruling in Principle
business|Mutual-fund rating firm gets  #39;Wells notice #39; over data
world|US pushes Nato over Afghanistan
world|Yushchenko, Back Home, Says Authorities Poisoned Him
business|Collins Stewart buys rival broker in 133m deal
world|New al-Qaida tape likely authentic
business|Markets rise amid falling oil prices
world|Chechens Vote to Replace President (AP)
world|Suicide bomb targets police recruits
business|Interest hikes to fight inflation, the Fed says
business|Harmony set for Gold Fields bid - FT
sports|Valencia 0-2 Werder Bremen: FT Report
business|Jobless Claims Drop, Imports Hit Highs
world|Freedom hope for French journalists
world|Inquest begins into croc attack
business|Mercedes in 3Q Is Ugly Duckling to Chrysler #39;s Swan
world|Reconsider highway project
business|August shows a pickup in hiring
business|Royal and Sun Alliance to move 1,100 jobs to India
world|Colorado Redistricting Dispute Revived (AP)
sports|Barber joins Maroney at 1,000-yard mark, sets NCAA record
world|Court Says U.S. Company Must Pay in Iran Murder Case
sports|Jury Selection in Kobe Bryant Trial
business|Crude rises on Iraq troubles
business|IBM sells PC unit to Lenovo
tech|AT amp;T lowers price of VoIP phone service
business|Nation/world briefs
sports|Questo fine settimana in TV, radio
sports|Forest beginnt eine neue Ära im gewohnten Stil
business|مطالبات العاطلين عن العمل ، تراجع معدل نمو الإنتاجية (رويترز)
business|SEC per rendere più difficili le qualifiche degli amministratori indipendenti
world|Bulgaria dig suggests rich past
business|Genentech Receives Subpoena About Rituxan Marketing (Update2)
world|Victims of Argentine school shooting mourned
world|UN Puts Zarqawi Network in Iraq on Its Terror List
business|Wal-Mart wireless with RadioShack
world|Israel Accuses Syria of 'Directing Terrorism'
sports|Broncos 31, Raiders 3
business|Не проверяй чек 21
business|Marsh Says Probe May Hurt Borrowing
sports|NBA cancels Jazz #39;s exhibition trip to Moscow
world|Iran test fires longer-range missile
business|GM Earnings at the Low End of Forecast (Reuters)
world|Colombian Drug Kingpin Extradited to U.S (AP)
business|Fed speakers reinforce view for rising US interest rates
world|Fear of disease leads to panic in storm-ravaged Haiti
business|Football can parallel investment decisions
world|The faithful seek answers
sports|Favre Not Sure He Can Throw Fewer Picks (AP)
sports|Burnitz HR, not Bonds, steals show
world|Dow Down on Oil Prices; Nasdaq Rises
world|Appeal from Family of Kidnapped Briton in Iraq
world|Drei kleine Bomben explodieren in der Türkei, keine Verletzungen
business|Court case an attempt to distract shareholders, says Harmony
business|LABOR REGULATIONS: Employers review overtime policies
sports|Formula One legislates changes to make racing more competitive
business|Sun Micro Revises Net Down -Filing
business|Intel Says It's Recovered from Missteps
world|Sub tragedy may divert Martin's first major foreign tour as PM (Canadian Press)
sports|US ; NBA Wrap: Nowitzki Leads Dallas Past Minnesota
business|Air China inaugural flight lands at Dubai International Airport
world|Envoys urged not to  #39;embrace #39; Abbas, Qureia
business|R.I. man is barred from sending junk text-messages
business|Dollar Extends Gains After Economic Data
sports|Martinez begins life as a free man
world|Rock to the rescue of Malaysia
business|Abercrombie Warns of Profit Shortfall (Reuters)
world|Europe Rejects Iran's Demand to Use Uranium Equipment
world|Islamic rebel convicted
business|Holiday sales outlook dims with retailers November results
world|UN agency agrees to police Iranian enrichment freeze as US voices &lt;b&gt;...&lt;/b&gt;
world|Moratinos defends coup comments
business|Oil Holds Over \$52 as Rally Pauses
business|US and EU face off over aerospace subsidies
world|Colombian Far-Right Leader Gunned Down-Police
world|HK democrats vow to fight for universal suffrage
business|UPDATE: Origin #39;s Bid For NZ Contact Isn #39;t Fair - Adviser
world|Gainesville man  #39;rocking and rolling #39; as quakes hit Japan
world|German Snow White sacked for posing nude (Reuters)
business|Oil: Price surges 3 per cent as US heating stocks fall
sports|Another  #39;Chase #39; looms for those outside postseason cut
business|Motorola Cuts 1,000 Jobs
business|State regulator plans to investigate all relevant areas
sports|Australia Needs Five Wickets for Sweep of Test Cricket Rivals
business|Two Investment Banks Settle with SEC
business|Japan automaker hikes FY forecast
business|"VW and unions are ""miles apart"""
sports|Four more hits! Four more hits!
business|SGX, TSE plan cross-membership agreement: report
business|MARSH TO USE FUNNY \$ FOR SUIT
sports|Spain coach facing  #39;slap on wrist #39;
business|Martha Stewart to feature in new prime-time TV show
sports|Philippoussis crashes again in Japan
world|Return to Nuclear Talks Tricky, N.Korea Daily Says
business|Bell Canada sells stake in MTS
business|European Shares Tread Water (Reuters)
world|Christians Aiming to Boost Religion (AP)
business|美国空中乘务员准备罢工（路透社）
business|Vital Signs for the Week of Nov. 22
